Keyword,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Branded,Local,Navigational,Informational,Commercial,Transactional
tongue and teeth feel coated,"Featured snippet, People also ask, Discussions and forums, Thumbnail, Video preview",10,4,,0,0,17,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-11 01:40:17,false,false,false,true,false,false
neverland dental,"Thumbnail, Video preview",150,0,0.06,0,0,29,https://cosmeticimplantdentistrykc.com/finding-neverland/,,2025-02-17 02:10:29,true,true,false,true,true,false
tori in mouth causes,"AI overview, People also ask, Discussions and forums",150,7,,0,0,30,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-11 23:22:44,false,false,false,true,false,false
wisdom tooth clinic,"Local pack, People also ask, Thumbnail",20,9,2.49,0,0,22,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-26 22:13:27,false,false,false,true,true,false
family cosmetic & implant dentistry,"Local teaser, People also ask, Thumbnail",10,39,3.99,0,0,19,https://cosmeticimplantdentistrykc.com/,,2025-02-25 09:38:11,false,false,true,false,true,true
dental bridge kansas city,"Thumbnail, People also ask, Local teaser, Video preview",10,0,,0,0,19,https://cosmeticimplantdentistrykc.com/services/prosthetics/dental-bridges/,,2025-02-21 23:34:24,false,true,false,true,true,false
dentist kansas city kansas,"Local pack, Thumbnail, Video preview",20,28,6.04,0,0,22,https://cosmeticimplantdentistrykc.com/,,2025-02-21 03:51:40,false,true,false,false,true,true
how much do braces cost in kansas,"Featured snippet, People also ask",60,0,1.47,0,0,26,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/braces/,,2025-02-14 08:45:10,false,true,false,true,true,false
how to get popcorn kernels out of gums,"AI overview, People also ask, Thumbnail, Video preview",20,0,,0,0,22,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-17 07:00:19,false,false,false,true,false,false
corn kernel teeth,"People also ask, Video preview, Thumbnail",20,2,,0,0,21,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-08 16:29:36,false,false,false,true,false,false
dental smile club,"Local pack, People also ask, Thumbnail",60,0,6.20,0,0,27,https://cosmeticimplantdentistrykc.com/patients/smile-club/,,2025-02-25 04:32:16,false,false,false,true,true,false
popcorn kernel stuck in gums infection,"Featured snippet, People also ask, Discussions and forums, Thumbnail, Video preview",150,0,,0,0,30,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-08 03:24:21,false,false,false,true,false,false
why does popcorn get stuck in my teeth,"People also ask, Thumbnail, Video preview",30,2,,0,0,23,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-07 01:09:24,false,false,false,true,false,false
dentist near me wisdom teeth,"Local teaser, People also ask",20,8,4.00,0,0,23,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-11 21:35:16,false,true,false,false,true,true
what causes tori in the mouth,"AI overview, People also ask, Thumbnail",150,2,,0,0,32,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-10 11:41:03,false,false,false,true,false,false
wisdom teeth removal specialist near me,"Local pack, People also ask",10,16,3.11,0,0,19,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-16 07:52:30,false,true,false,false,true,true
smile club dentist,"Local teaser, People also ask, Thumbnail, Video preview",20,9,3.53,0,0,23,https://cosmeticimplantdentistrykc.com/patients/smile-club/,,2025-02-13 17:30:52,true,false,true,false,true,true
piece of popcorn stuck in gum,"Featured snippet, People also ask, Thumbnail, Video preview",50,0,,0,0,26,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-26 08:28:07,false,false,false,true,false,false
tori mouth bump,"AI overview, People also ask, Discussions and forums",40,4,,0,0,26,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-17 14:58:09,false,false,false,true,false,false
popcorn kernel stuck under gums,"AI overview, People also ask, Video preview",10,1,,0,0,20,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-17 02:00:10,false,false,false,true,false,false
tooth extraction kansas city,"Local teaser, People also ask, Thumbnail",20,4,1.85,0,0,25,https://cosmeticimplantdentistrykc.com/services/restorative-dentistry/tooth-extraction/,,2025-02-13 17:13:52,false,true,false,false,true,true
kansas city oral surgery and implant center,"Sitelinks, People also ask, Video preview, Thumbnail",200,3,2.53,0,0,33,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-20 02:44:16,true,true,true,false,true,false
do popcorn kernels dissolve,"People also ask, Video preview",30,0,,0,0,24,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-17 09:56:44,false,false,false,true,false,false
dentist in kansas,"Local teaser, Thumbnail, Videos",20,35,4.23,0,0,25,https://cosmeticimplantdentistrykc.com/,,2025-02-18 17:37:26,false,true,false,false,true,true
will brushing my teeth make my toothache worse,"Featured snippet, People also ask, Thumbnail",30,3,,0,0,25,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-18 11:08:36,false,false,false,true,false,false
tori of mouth,"AI overview, Thumbnail, People also ask",20,5,,0,0,23,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-16 13:24:56,false,false,false,true,false,false
why does my teeth hurt after brushing,"Featured snippet, People also ask, Discussions and forums, Thumbnail",100,3,1.30,0,0,30,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-26 02:30:50,false,false,false,true,false,false
dental experience,"Sitelinks, People also ask, Local teaser, Video preview",90,7,2.51,0,0,31,https://cosmeticimplantdentistrykc.com/helping-you-to-have-a-positive-dental-experience/,,2025-02-19 05:46:50,false,false,false,true,true,false
dr lonergan dentist,"Sitelinks, Local pack",10,2,2.48,0,0,18,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-17 03:55:18,false,false,true,false,true,false
tori of the mouth,"AI overview, People also ask, Thumbnail",70,2,,0,0,30,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-22 05:39:05,false,false,false,true,false,false
doctor jackson dentist,"Local pack, People also ask, Video preview",10,1,4.46,0,0,22,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-18 00:52:42,false,false,false,true,true,false
corn stuck in teeth,"AI overview, People also ask, Thumbnail, Discussions and forums, Video preview",50,2,,0,0,29,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-07 09:57:36,false,false,false,true,false,false
tori in dentistry,People also ask,40,2,0.00,0,0,27,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-10 20:16:15,false,false,false,true,false,false
dental implant and cosmetic center,"Local teaser, Sitelinks, Thumbnail, Videos",10,12,2.55,0,0,21,https://cosmeticimplantdentistrykc.com/,,2025-02-17 12:00:57,false,false,true,false,true,false
crooked smile meaning,"Featured snippet, People also ask, Video preview",900,0,,0,0,39,https://cosmeticimplantdentistrykc.com/the-facts-about-crooked-smiles/,,2025-02-26 11:10:30,false,false,false,true,false,false
dental hygiene quiz,Video preview,20,1,,0,0,23,https://cosmeticimplantdentistrykc.com/an-oral-hygiene-quiz/,,2025-02-14 20:10:30,false,false,false,true,false,false
cosmetic dental insurance,"People also ask, Discussions and forums, Video preview",500,6,2.14,0,0,39,https://cosmeticimplantdentistrykc.com/patients/insurance-financing/,,2025-02-16 06:17:42,false,false,false,true,true,false
how to remove popcorn kernel from gums,"AI overview, Featured snippet, People also ask, Thumbnail, Video preview",40,1,,0,0,28,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-15 15:32:19,false,false,false,true,false,false
acid reflux after wisdom teeth removal,"AI overview, People also ask",30,0,,0,0,27,https://cosmeticimplantdentistrykc.com/patients/blog/,,2025-02-18 15:57:36,false,false,false,true,false,false
jackson family dental - liberty kansas city photos,"Sitelinks, Thumbnail, Video preview",10,0,,0,0,20,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-13 16:34:25,true,true,false,true,true,false
what to do if popcorn is stuck in your teeth,"Featured snippet, People also ask, Thumbnail, Video preview",10,3,,0,0,23,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-08 18:25:30,false,false,false,true,false,false
wisdom teeth clinic,"Local pack, People also ask, Thumbnail",20,24,2.49,0,0,26,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-17 10:52:35,false,false,false,false,true,true
popcorn piece stuck in gum,"AI overview, People also ask, Video preview, Thumbnail",20,1,,0,0,26,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-10 21:26:36,false,false,false,true,false,false
tori bones in mouth,"AI overview, People also ask, Video preview",60,5,,0,0,30,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-21 15:45:50,false,false,false,true,false,false
how to get a kernel out of your teeth,"AI overview, Thumbnail, Featured snippet, People also ask, Video preview",10,1,,0,0,20,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-14 06:34:26,false,false,false,true,false,false
tori mouth growth,People also ask,150,2,,0,0,34,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-24 11:20:38,false,false,false,true,false,false
cosmetic pediatric dentistry,"Local pack, People also ask",30,0,2.60,0,0,27,https://cosmeticimplantdentistrykc.com/services/childrens-dentistry/,,2025-02-16 19:45:28,false,false,false,true,true,false
tori dental meaning,"Featured snippet, People also ask, Thumbnail",150,2,,0,0,33,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-23 20:02:31,false,false,false,true,false,false
popcorn kernel under gum,"Featured snippet, People also ask, Discussions and forums, Thumbnail, Video preview",20,0,,0,0,24,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-10 19:15:05,false,false,false,true,false,false
popcorn kernel stuck in gum pain,"AI overview, People also ask, Thumbnail, Discussions and forums, Video preview",150,0,,0,0,34,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-25 12:03:05,false,false,false,true,false,false
tora in mouth,"AI overview, People also ask",20,13,,0,0,27,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-21 10:27:03,false,false,false,true,false,false
bone growth in mouth lower jaw,"AI overview, Thumbnail, People also ask, Discussions and forums",400,12,1.08,0,0,39,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-22 08:16:27,false,false,false,true,false,false
tori in roof of mouth,"Featured snippet, People also ask",40,23,,0,0,28,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-18 03:50:27,false,false,false,true,false,false
popcorn stuck under gum,"AI overview, Thumbnail, People also ask, Video preview",30,0,,0,0,27,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-20 11:58:05,false,false,false,true,false,false
popcorn stuck between teeth,"Featured snippet, People also ask, Thumbnail, Video preview",30,1,,0,0,26,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-22 23:56:33,false,false,false,true,false,false
what is tori in the mouth,"Featured snippet, Thumbnail, People also ask",100,2,,0,0,32,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-22 00:12:18,false,false,false,true,false,false
popcorn shell stuck on back of tongue,People also ask,10,2,,0,0,23,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-20 06:33:53,false,false,false,true,false,false
kansas city oral surgery,"Local teaser, People also ask, Thumbnail, Video preview",40,14,2.93,0,0,30,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-20 14:57:09,false,true,false,false,true,true
who does tooth gems near me,"Local teaser, People also ask, Video preview",30,1,1.44,0,0,27,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-16 13:00:54,false,true,false,false,true,true
teeth feel fuzzy,"AI overview, Featured snippet, Thumbnail, People also ask, Discussions and forums, Video preview",40,0,,0,0,29,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-23 22:59:15,false,false,false,true,false,false
popcorn kernel lodged in gum,"Featured snippet, People also ask, Video preview, Thumbnail",20,0,,0,0,26,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-10 17:47:34,false,false,false,true,false,false
diamond tooth implant near me,"Thumbnail, People also ask, Knowledge panel",20,0,1.68,0,0,26,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-24 08:20:31,false,true,false,false,true,true
fuzzy mouth feeling,"Featured snippet, People also ask, Discussions and forums, Video preview",20,36,,0,0,25,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-18 00:48:01,false,false,false,true,false,false
corn kernel stuck in gums,"Featured snippet, People also ask, Thumbnail, Video preview",20,1,,0,0,25,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-24 04:28:19,false,false,false,true,false,false
feels like popcorn kernel stuck in gums,"AI overview, People also ask, Thumbnail, Video preview",30,0,,0,0,28,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-23 19:17:48,false,false,false,true,false,false
smile club dental,"People also ask, Knowledge panel",20,10,3.53,0,0,26,https://cosmeticimplantdentistrykc.com/patients/smile-club/,,2025-02-11 03:25:30,true,false,true,false,false,false
stuck popcorn kernel gum,"AI overview, People also ask, Thumbnail, Video preview",20,1,,0,0,26,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-16 08:32:43,false,false,false,true,false,false
strong tooth,"People also ask, Thumbnail",150,4,2.23,0,0,35,https://cosmeticimplantdentistrykc.com/strong-enamel-is-a-key-to-healthy-teeth/,,2025-02-19 07:19:12,false,false,false,true,false,false
three wisdom teeth,"People also ask, Thumbnail, Videos",20,30,,0,0,26,https://cosmeticimplantdentistrykc.com/three-ws-of-wisdom-tooth-extraction/,,2025-02-08 05:35:57,false,false,false,true,false,false
popcorn husk stuck in gum,"Featured snippet, People also ask, Thumbnail, Video preview",60,0,,0,0,31,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-25 10:25:41,false,false,false,true,false,false
what causes tori,"People also ask, Thumbnail",100,2,,0,0,33,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-24 14:45:36,false,false,false,true,false,false
why do my teeth hurt even though i brush them,"AI overview, People also ask, Discussions and forums",20,14,,0,0,26,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-24 20:58:31,false,false,false,true,false,false
dds kansas city,"Local pack, People also ask, Thumbnail, Video preview",20,40,5.00,0,0,27,https://cosmeticimplantdentistrykc.com/,,2025-02-07 04:26:12,false,true,false,false,true,true
david city dentist,"Local pack, Thumbnail, Video preview",0,0,,0,0,20,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-19 08:52:13,false,true,true,false,true,false
popcorn tooth,"People also ask, Thumbnail, Video preview",40,2,,0,0,30,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-23 09:33:14,false,false,false,true,false,false
can popcorn cut your gums,"Featured snippet, People also ask, Discussions and forums, Thumbnail, Video preview",20,1,,0,0,27,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-25 11:28:22,false,false,false,true,false,false
can misaligned teeth cause headaches,"AI overview, Thumbnail, People also ask, Discussions and forums",20,0,,0,0,27,https://cosmeticimplantdentistrykc.com/malocclusion-can-cause-headaches/,,2025-02-08 18:22:17,false,false,false,true,false,false
how long for plaque to harden,"AI overview, People also ask",70,0,,0,0,33,https://cosmeticimplantdentistrykc.com/you-can-slow-down-dental-plaque/,,2025-02-23 20:47:34,false,false,false,true,false,false
best oral surgeons near me for wisdom teeth removal,"Local pack, Video preview",150,1,,0,0,36,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-10 13:56:45,false,true,false,false,true,true
best oral surgeon for wisdom teeth removal,"Local pack, People also ask",30,25,3.27,0,0,30,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-24 01:43:48,false,false,false,true,true,false
dental prosthetist near me,"Local pack, People also ask, Video preview",20,12,3.25,0,0,29,https://cosmeticimplantdentistrykc.com/services/prosthetics/,,2025-02-20 14:24:33,false,true,false,false,true,true
teeth whitening trays near me,"Local pack, People also ask, Shopping, Thumbnail",40,14,1.95,0,0,31,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/teeth-whitening/,,2025-02-18 07:46:58,false,true,false,false,true,true
what causes tori in gums,"AI overview, People also ask, Thumbnail",30,2,,0,0,30,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-24 20:25:15,false,false,false,true,false,false
tooth pain when brushing,"Featured snippet, Thumbnail, People also ask, Discussions and forums",30,50,,0,0,29,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-08 20:36:22,false,false,false,true,false,false
kansas city dental care,"Local pack, People also ask",60,38,4.93,0,0,34,https://cosmeticimplantdentistrykc.com/,,2025-02-26 07:20:09,false,true,false,true,true,false
oral surgeon kansas city,"Local pack, Thumbnail, Video preview",200,28,4.98,0,0,39,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-20 09:50:33,false,true,false,false,true,true
toothache after brushing teeth,"Featured snippet, People also ask, Discussions and forums, Thumbnail, Video preview",20,3,1.38,0,0,28,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-18 00:32:18,false,false,false,true,false,false
youthful smile,"People also ask, Thumbnail, Knowledge panel, Video preview",40,0,,0,0,31,https://cosmeticimplantdentistrykc.com/restore-your-youthful-smile/,,2025-02-17 18:18:22,false,false,false,true,false,false
how long does it take plaque to harden,"AI overview, Featured snippet, People also ask, Discussions and forums",100,0,4.82,0,0,37,https://cosmeticimplantdentistrykc.com/you-can-slow-down-dental-plaque/,,2025-02-20 19:34:50,false,false,false,true,false,false
dr lucaci salina ks,"Thumbnail, Local pack, Video preview",50,0,,0,0,32,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-23 23:32:37,false,true,false,true,false,false
kc oral surgery,"Sitelinks, Video preview",20,20,4.05,0,0,28,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-15 07:09:39,false,true,true,false,true,true
furry teeth,"People also ask, Thumbnail, Discussions and forums, Video preview",90,0,,0,0,28,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-10 04:16:59,false,false,false,true,false,false
tori growth in mouth,People also ask,10,2,,0,0,25,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-24 20:00:48,false,false,false,true,false,false
affordable oral surgeons near me,"People also ask, Knowledge panel",20,8,4.14,0,0,28,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-13 20:20:51,false,true,false,false,true,true
my gum hurts when i brush my teeth,"AI overview, People also ask, Thumbnail, Discussions and forums",100,1,1.41,0,0,37,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-23 01:18:42,false,false,false,true,false,false
intrinsic staining teeth,"Featured snippet, Thumbnail, People also ask, Discussions and forums",150,4,0.53,0,0,37,https://cosmeticimplantdentistrykc.com/do-you-know-the-types-of-tooth-stain/,,2025-02-25 06:27:22,false,false,false,true,false,false
braces cost kansas city,People also ask,10,0,2.00,0,0,26,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/braces/,,2025-02-24 14:51:49,false,true,false,true,true,false
tmj smile crooked,"Featured snippet, People also ask, Thumbnail, Discussions and forums",20,0,,0,0,29,https://cosmeticimplantdentistrykc.com/the-facts-about-crooked-smiles/,,2025-02-13 18:04:11,false,false,false,true,false,false
popcorn under gum,"AI overview, Thumbnail, People also ask, Video preview",20,0,,0,0,29,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-20 02:38:05,false,false,false,true,false,false
kc oral and facial surgery,"Sitelinks, Knowledge panel, Video preview",30,26,,0,0,30,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-08 16:15:34,false,true,true,false,true,false
tooth jewels near me,"Local teaser, People also ask, Video preview",60,0,1.01,0,0,35,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-24 13:38:00,false,true,false,false,true,true
prosthetic dentists,"Local pack, People also ask",40,55,,0,0,32,https://cosmeticimplantdentistrykc.com/services/prosthetics/,,2025-02-14 06:46:07,false,false,false,true,true,false
cosmetic dentist insurance,"People also ask, Discussions and forums",20,4,0.00,0,0,30,https://cosmeticimplantdentistrykc.com/patients/insurance-financing/,,2025-02-19 19:35:13,false,false,false,true,true,false
can your teeth hurt from not brushing them,"AI overview, Thumbnail, People also ask, Discussions and forums, Video preview",20,3,,0,0,30,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-18 20:53:17,false,false,false,true,false,false
teeth hurt while brushing,"AI overview, Thumbnail, People also ask, Discussions and forums",20,13,1.63,0,0,30,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-13 06:16:41,false,false,false,true,false,false
cosmetic dentistry implants,"Local teaser, People also ask",40,45,5.06,0,0,33,https://cosmeticimplantdentistrykc.com/,,2025-02-17 21:52:43,false,false,false,true,true,false
why is my smile crooked,"Featured snippet, People also ask, Thumbnail, Discussions and forums, Video preview",700,0,3.17,0,0,44,https://cosmeticimplantdentistrykc.com/the-facts-about-crooked-smiles/,,2025-02-26 03:56:54,false,false,false,true,false,false
twinkle dental,"Sitelinks, Knowledge panel, People also ask, Video preview",30,7,3.36,0,0,31,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-24 21:31:55,true,false,true,false,true,false
function of enamel,"Featured snippet, People also ask, Thumbnail",50,27,,0,0,33,https://cosmeticimplantdentistrykc.com/enamel-serves-a-vital-function/,,2025-02-25 22:30:38,false,false,false,true,false,false
tooth cosmetics,"People also ask, Discussions and forums, Thumbnail",0,72,,0,0,22,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/,,2025-02-18 23:33:33,false,false,false,true,true,false
kansas city dental,"Local pack, Thumbnail, People also ask, Video preview",100,36,4.93,0,0,38,https://cosmeticimplantdentistrykc.com/,,2025-02-22 10:44:39,false,true,false,false,true,true
how much are braces in kansas,"Featured snippet, People also ask",40,0,1.48,0,0,33,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/braces/,,2025-02-25 18:58:29,false,true,false,true,true,false
tooth gem dentist near me,"Local teaser, People also ask",10,3,1.71,0,0,29,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-15 20:50:19,false,true,false,false,true,true
kansas city oral and facial surgery,"Thumbnail, Knowledge panel, Video preview",20,22,,0,0,30,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-23 04:07:12,false,true,true,false,true,false
what is a tori in your mouth,"AI overview, People also ask, Thumbnail",30,2,,0,0,33,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-11 10:49:48,false,false,false,true,false,false
how to remove a popcorn kernel from your gums,"Featured snippet, People also ask, Thumbnail, Video preview",30,1,,0,0,31,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-16 23:53:15,false,false,false,true,false,false
sedation dentist kansas city,"Local teaser, People also ask",0,0,,0,0,21,https://cosmeticimplantdentistrykc.com/services/oral-surgery/iv-sedation/,,2025-02-22 22:24:35,false,true,false,false,true,true
what causes tori in your mouth,"AI overview, People also ask, Thumbnail",30,5,,0,0,33,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-17 09:03:21,false,false,false,true,false,false
jackson family dentistry,"Local pack, Thumbnail, Video preview",900,16,1.00,0,0,45,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-22 18:53:52,true,true,true,false,false,false
fuzzy teeth feeling,"AI overview, Thumbnail, People also ask, Discussions and forums, Video preview",10,0,,0,0,30,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-09 15:18:26,false,false,false,true,false,false
tooth gem installation near me,"Local teaser, People also ask, Video preview",20,2,1.89,0,0,30,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-16 21:46:20,false,true,false,false,true,true
city cosmetic,"Sitelinks, People also ask, Local teaser, Video preview",20,13,,0,0,30,https://cosmeticimplantdentistrykc.com/,,2025-02-09 01:33:25,true,false,true,false,true,true
family implant & cosmetic dentistry,"Sitelinks, Thumbnail, People also ask, Video preview",100,14,1.54,0,0,38,https://cosmeticimplantdentistrykc.com/,,2025-02-21 12:02:37,false,false,true,false,true,true
which type of stains are extrinsic,"Featured snippet, Thumbnail, People also ask",10,4,,0,0,26,https://cosmeticimplantdentistrykc.com/do-you-know-the-types-of-tooth-stain/,,2025-02-14 05:27:00,false,false,false,true,false,false
bone growth in mouth,People also ask,1200,13,,0,0,48,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-25 20:47:51,false,false,false,true,false,false
dentistry prosthetic,"Thumbnail, People also ask, Local pack",70,30,,0,0,38,https://cosmeticimplantdentistrykc.com/services/prosthetics/,,2025-02-10 02:35:28,false,false,false,true,false,false
i have a popcorn kernel stuck in my gum,"Featured snippet, People also ask, Video preview, Thumbnail",30,0,,0,0,32,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-27 13:16:07,false,false,false,true,false,false
can a popcorn kernel cause gum infection,"AI overview, Featured snippet, People also ask, Discussions and forums, Thumbnail",50,0,,0,0,36,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-24 08:35:38,false,false,false,true,false,false
kansas city oral surgery & implant center,"Sitelinks, Video preview",80,3,,0,0,37,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-09 22:38:34,true,true,true,false,false,false
why do teeth feel fuzzy,"Featured snippet, Thumbnail, People also ask, Video preview",10,0,,0,0,28,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-15 08:17:38,false,false,false,true,false,false
do popcorn shells dissolve,"AI overview, People also ask, Thumbnail, Video preview",20,2,,0,0,32,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-08 09:20:13,false,false,false,true,false,false
why do my teeth hurt after brushing,"Featured snippet, People also ask, Thumbnail, Discussions and forums",300,3,1.30,0,0,43,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-11 20:06:29,false,false,false,true,false,false
tori bone growth in mouth,"AI overview, Thumbnail, People also ask",50,2,,0,0,36,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-08 10:10:29,false,false,false,true,false,false
tooth gems dentist near me,"Local teaser, People also ask",10,0,1.71,0,0,28,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-16 13:31:50,false,true,false,false,true,true
pediatric cosmetic dentist near me,"Local pack, People also ask",30,0,2.20,0,0,34,https://cosmeticimplantdentistrykc.com/services/childrens-dentistry/,,2025-02-17 03:18:06,false,true,false,false,true,true
cosmetic dentist office,"Local teaser, People also ask, Thumbnail",200,30,4.63,0,0,42,https://cosmeticimplantdentistrykc.com/,,2025-02-24 15:48:22,false,false,true,false,true,false
